delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_status,delivery_cost
14649,amazon logistics,automobile parts,truck,two day,north,clear,153.4,4.61,Delivered,780.83
14650,xpressbees,documents,scooter,express,east,stormy,12.6,13.75,Delayed,154.25
14651,fedex,clothing,scooter,two day,west,stormy,263.1,26.68,Delivered,1395.54
14652,dhl,pharmacy,ev van,express,north,cold,295.2,23.6,Delayed,1596.8
14653,blue dart,clothing,van,standard,east,rainy,20.1,33.13,Delivered,199.89
14654,ecom express,automobile parts,bike,standard,north,stormy,221.1,39.74,Delivered,1224.72
14655,dhl,documents,truck,two day,east,hot,287.9,32.25,Delivered,1536.25
14656,dhl,clothing,scooter,same day,central,stormy,279.1,10.5,Delayed,1527
14657,blue dart,documents,bike,standard,east,rainy,196.5,5.33,Delivered,998.49
14658,ekart,groceries,ev bike,express,east,cold,163.3,45.05,Delayed,1001.65
14659,shadowfax,cosmetics,truck,same day,north,clear,21.7,21.82,Delivered,273.96
14660,dhl,fragile items,scooter,express,west,hot,163.4,35.14,Delayed,972.42
14661,shadowfax,cosmetics,ev bike,standard,central,cold,261.3,32.87,Delivered,1405.11
14662,blue dart,pharmacy,scooter,same day,north,clear,46.5,23.38,Delivered,402.64
14663,delhivery,documents,truck,standard,west,stormy,46.8,19.36,Delivered,292.08
14664,amazon logistics,automobile parts,truck,express,south,foggy,243.8,32.92,Delayed,1367.76
14665,dhl,automobile parts,bike,same day,central,hot,290.8,7.56,Delayed,1576.68
14666,dhl,pharmacy,ev bike,same day,central,cold,25.9,33.38,Delivered,329.64
14667,ekart,fragile items,truck,standard,west,rainy,46.5,35.05,Delivered,337.65
14668,shadowfax,documents,van,same day,east,hot,120.5,24.95,Delivered,777.35
14669,shadowfax,furniture,ev bike,express,south,cold,281.2,36.88,Delayed,1566.64
14670,dhl,fragile items,ev bike,express,west,clear,27.6,14.21,Delivered,230.63
14671,ecom express,groceries,van,two day,west,hot,12.3,40.91,Delivered,184.23
14672,ecom express,cosmetics,ev bike,express,south,clear,277.4,9.27,Delayed,1464.81
14673,blue dart,fragile items,bike,same day,east,rainy,129.5,28.29,Delayed,832.37
14674,shadowfax,automobile parts,truck,standard,east,hot,173,35.73,Delivered,972.19
14675,ecom express,documents,scooter,express,central,cold,106.4,29.58,Delivered,670.74
14676,fedex,furniture,truck,two day,west,hot,190.2,0.67,Delivered,952.47
14677,delhivery,groceries,truck,same day,central,rainy,159.9,10.37,Delayed,930.61
14678,blue dart,furniture,ev bike,two day,north,hot,6.3,7.41,Delivered,95.6674
14679,xpressbees,cosmetics,truck,two day,west,rainy,54.2,6.3,Delivered,289.9
14680,ecom express,documents,bike,standard,south,rainy,17.2,37.02,Delivered,197.06
14681,blue dart,documents,ev van,standard,south,hot,32.6,40.15,Delivered,283.45
14682,fedex,documents,truck,express,north,hot,49.2,25.02,Delivered,371.06
14683,fedex,cosmetics,bike,two day,east,hot,272.6,39.58,Delivered,1481.74
14684,ekart,automobile parts,bike,two day,central,cold,63.4,24.17,Delivered,389.51
14685,shadowfax,electronics,bike,same day,west,rainy,297.1,2.07,Delayed,1592.21
14686,amazon logistics,automobile parts,scooter,same day,central,stormy,271,43.02,Delayed,1584.06
14687,ekart,electronics,scooter,same day,west,stormy,128.3,34.86,Delivered,846.08
14688,delhivery,furniture,ev van,express,north,stormy,23.3,3.68,Delayed,177.54
14689,dhl,clothing,ev bike,same day,west,cold,289.3,41.07,Delayed,1632.7206
14690,ekart,automobile parts,bike,same day,central,rainy,224.7,46.83,Delayed,1363.99
14691,xpressbees,cosmetics,van,standard,central,rainy,97.4,29.42,Delivered,575.26
14692,fedex,groceries,scooter,two day,east,rainy,82.1,31.05,Delivered,503.65
14693,delhivery,cosmetics,van,two day,east,clear,265.9,36.69,Delivered,1439.57
14694,dhl,fragile items,bike,standard,central,clear,234.8,18.14,Delivered,1228.42
14695,xpressbees,clothing,scooter,express,central,rainy,63.5,14.96,Delayed,412.38
14696,fedex,pharmacy,truck,same day,east,rainy,63.8,9.88,Delivered,448.64
14697,shadowfax,documents,truck,standard,west,cold,240.2,0.89,Delivered,1203.67
14698,ekart,cosmetics,ev van,two day,south,clear,260.3,11.74,Delivered,1336.72
14699,ekart,pharmacy,ev van,express,west,rainy,158.3,22.91,Delayed,910.23
14700,blue dart,cosmetics,van,standard,central,stormy,46.9,23.78,Delivered,305.84
14701,delhivery,pharmacy,ev bike,same day,central,stormy,74.3,48.41,Delivered,616.73
14702,delhivery,pharmacy,ev van,two day,central,clear,196,35.2,Delivered,1085.6
14703,shadowfax,electronics,van,express,north,stormy,52.6,26.89,Delayed,393.67
14704,blue dart,fragile items,van,two day,east,cold,10.8,10.98,Delivered,95.6674
14705,shadowfax,clothing,truck,same day,east,rainy,90.7,13.31,Delivered,593.43
14706,ecom express,groceries,ev van,same day,east,cold,193.3,8.23,Delivered,1091.19
14707,xpressbees,furniture,ev bike,express,north,cold,147.6,10.46,Delayed,819.38
14708,shadowfax,fragile items,ev van,same day,west,rainy,287.1,16.01,Delayed,1583.53
14709,blue dart,pharmacy,ev bike,standard,west,foggy,41.2,31.71,Delivered,301.13
14710,fedex,clothing,scooter,same day,north,cold,278.4,26.66,Delayed,1571.98
14711,ecom express,documents,scooter,two day,south,stormy,142.4,17.78,Delivered,765.34
14712,dhl,clothing,ev van,same day,central,foggy,283,40.9,Delayed,1632.7206
14713,amazon logistics,pharmacy,van,two day,south,foggy,54.8,32.7,Delivered,372.1
14714,xpressbees,cosmetics,scooter,standard,central,cold,78.9,10.62,Delivered,426.36
14715,ekart,cosmetics,scooter,same day,north,clear,109.1,16.56,Delivered,695.18
14716,blue dart,cosmetics,van,express,south,hot,38.2,29.3,Delayed,328.9
14717,delhivery,cosmetics,truck,same day,central,clear,58.3,42.86,Delivered,520.08
14718,ekart,automobile parts,scooter,standard,north,clear,123.6,3.61,Delivered,628.83
14719,ekart,automobile parts,scooter,express,east,clear,168,38.31,Delayed,1004.93
14720,shadowfax,documents,van,express,north,hot,172.5,12.35,Delayed,949.55
14721,shadowfax,documents,scooter,same day,north,cold,3.6,28.4,Delivered,200.2
14722,fedex,electronics,ev van,same day,central,stormy,240.2,14.01,Delayed,1343.03
14723,xpressbees,documents,bike,same day,east,foggy,91.5,3.78,Delivered,568.84
14724,xpressbees,furniture,ev bike,two day,west,hot,221.3,1.92,Delivered,1112.26
14725,xpressbees,pharmacy,scooter,express,central,rainy,82.1,25.98,Delayed,538.44
14726,ecom express,fragile items,truck,express,south,hot,86,41.71,Delivered,605.13
14727,dhl,pharmacy,scooter,express,west,stormy,179.1,35.03,Delayed,1050.59
14728,amazon logistics,automobile parts,ev van,same day,central,hot,6.1,47.42,Delivered,272.76
14729,dhl,furniture,ev van,two day,east,rainy,36.5,26.05,Delivered,260.65
14730,blue dart,fragile items,van,same day,central,stormy,290.5,24.62,Delayed,1626.36
14731,blue dart,fragile items,bike,two day,north,rainy,138.3,4.41,Delivered,704.73
14732,delhivery,furniture,scooter,express,central,cold,248,33.36,Delayed,1390.08
14733,ecom express,fragile items,ev bike,same day,south,clear,246.1,34.83,Delivered,1434.99
14734,blue dart,fragile items,ev bike,same day,east,hot,3.6,17.12,Delivered,165.36
14735,amazon logistics,documents,bike,standard,south,stormy,139.1,5.32,Delivered,711.46
14736,amazon logistics,clothing,bike,standard,central,hot,187.1,23.62,Delivered,1006.36
14737,dhl,clothing,van,express,south,clear,238.4,2.44,Delayed,1249.32
14738,ecom express,automobile parts,ev bike,standard,north,clear,289.8,49.18,Delivered,1596.54
14739,ecom express,groceries,ev bike,express,north,rainy,43.6,42.01,Delayed,394.03
14740,ecom express,pharmacy,bike,express,north,cold,211.4,39.13,Delayed,1224.39
14741,fedex,documents,ev van,same day,west,foggy,132.6,27.96,Delivered,846.88
14742,ekart,groceries,scooter,two day,west,cold,118.8,3.93,Delivered,605.79
14743,delhivery,groceries,scooter,same day,north,rainy,3.6,38.62,Delivered,222.36
14744,amazon logistics,pharmacy,van,two day,north,stormy,297.1,4.68,Delivered,1499.54
14745,amazon logistics,clothing,ev bike,same day,south,foggy,185.8,31.56,Delayed,1123.68
14746,fedex,fragile items,scooter,same day,north,cold,189.2,32.72,Delivered,1144.16
14747,delhivery,groceries,truck,two day,south,foggy,280.9,19.12,Delivered,1461.86
14748,amazon logistics,documents,scooter,same day,north,stormy,71,11.28,Delivered,488.84
14749,ekart,electronics,bike,two day,south,rainy,211.5,23.46,Delivered,1127.88
14750,fedex,electronics,bike,same day,east,stormy,138.5,43.44,Delivered,922.82
14751,shadowfax,documents,van,express,south,stormy,146.9,11.06,Delayed,817.68
14752,blue dart,cosmetics,bike,express,east,cold,235.6,6.23,Delivered,1246.69
14753,delhivery,fragile items,truck,same day,south,stormy,81.4,48.49,Delayed,652.47
14754,delhivery,automobile parts,ev bike,express,central,foggy,281,8.86,Delayed,1481.58
14755,ecom express,documents,truck,same day,north,stormy,146.9,12.91,Delayed,873.23
14756,ecom express,pharmacy,van,standard,east,hot,155.4,43.07,Delivered,906.21
14757,dhl,documents,scooter,same day,north,rainy,118.1,25.96,Delivered,768.38
14758,dhl,clothing,bike,standard,east,hot,23.8,29.96,Delivered,208.88
14759,dhl,furniture,bike,standard,east,foggy,166.6,33.28,Delivered,932.84
14760,dhl,pharmacy,bike,two day,central,cold,197.3,15.09,Delivered,1031.77
14761,fedex,cosmetics,truck,two day,west,foggy,16.2,8.32,Delivered,105.96
14762,dhl,clothing,scooter,same day,central,stormy,89.7,21.45,Delayed,612.85
14763,shadowfax,cosmetics,truck,two day,east,rainy,249.1,49.22,Delivered,1393.16
14764,dhl,documents,van,same day,south,rainy,149.1,10.38,Delayed,876.64
14765,shadowfax,documents,scooter,standard,west,clear,181.2,49.17,Delivered,1053.51
14766,ecom express,electronics,van,two day,west,hot,110.7,20.26,Delivered,614.28
14767,blue dart,clothing,van,standard,north,foggy,18.1,17.67,Delivered,143.51
14768,delhivery,furniture,bike,same day,central,clear,168.6,5.58,Delivered,959.74
14769,fedex,clothing,bike,two day,east,rainy,77.2,3.25,Delivered,395.75
14770,blue dart,documents,ev van,same day,central,stormy,213.3,3.46,Delayed,1176.88
14771,ekart,furniture,bike,standard,north,hot,119.4,39.53,Delivered,715.59
14772,amazon logistics,electronics,scooter,two day,south,hot,153.1,45.18,Delivered,901.04
14773,dhl,fragile items,van,two day,south,cold,168.9,36.64,Delivered,954.42
14774,fedex,documents,van,standard,west,cold,217,36.37,Delivered,1194.11
14775,xpressbees,cosmetics,ev bike,two day,south,foggy,243.8,19.52,Delivered,1277.56
14776,blue dart,pharmacy,ev bike,standard,west,foggy,31.2,13.16,Delivered,195.48
14777,fedex,cosmetics,truck,standard,central,rainy,28.9,21.18,Delivered,208.04
14778,delhivery,documents,scooter,same day,south,hot,49.1,18.89,Delivered,402.17
14779,fedex,clothing,ev van,same day,central,hot,197.7,3.02,Delayed,1097.56
14780,ekart,clothing,bike,standard,west,stormy,76.1,11.17,Delivered,414.01
14781,ecom express,documents,scooter,standard,east,hot,232.3,3.85,Delivered,1173.05
14782,ekart,furniture,van,same day,north,stormy,115.8,27.05,Delayed,760.15
14783,blue dart,pharmacy,van,standard,east,hot,126.5,38.15,Delivered,746.95
14784,delhivery,cosmetics,truck,two day,south,hot,168,25.44,Delivered,916.32
14785,blue dart,automobile parts,bike,express,east,stormy,185.3,28.84,Delayed,1063.02
14786,blue dart,fragile items,ev van,two day,north,clear,6.5,42.95,Delivered,161.35
14787,ekart,groceries,bike,same day,west,stormy,124.8,37.41,Delivered,836.23
14788,xpressbees,furniture,van,express,north,hot,245.2,37.22,Delayed,1387.66
14789,amazon logistics,automobile parts,truck,two day,east,cold,183.5,30.69,Delivered,1009.57
14790,amazon logistics,cosmetics,ev van,standard,north,clear,83.2,21.16,Delivered,479.48
14791,ecom express,groceries,truck,express,south,rainy,279,2.78,Delayed,1453.34
14792,ecom express,fragile items,truck,two day,central,cold,290.6,47.54,Delivered,1595.62
14793,fedex,clothing,scooter,two day,north,cold,140.1,27.54,Delivered,783.12
14794,dhl,cosmetics,ev bike,two day,north,clear,104.8,5.49,Delivered,540.47
14795,shadowfax,automobile parts,truck,standard,central,rainy,262,5.7,Delivered,1327.1
14796,ekart,furniture,bike,express,north,cold,85.3,35.36,Delayed,582.58
14797,shadowfax,pharmacy,van,standard,central,clear,218.6,3.79,Delivered,1104.37
14798,ecom express,electronics,ev van,two day,west,rainy,206.2,2.82,Delivered,1039.46
14799,blue dart,pharmacy,ev van,two day,south,cold,190.6,31.7,Delivered,1048.1
14800,xpressbees,documents,scooter,two day,west,foggy,49.1,32.57,Delivered,343.21
14801,ecom express,automobile parts,ev bike,standard,east,hot,53.6,26.57,Delivered,347.71
14802,fedex,documents,scooter,express,west,stormy,116.9,29.42,Delayed,722.76
14803,dhl,documents,ev bike,same day,north,rainy,163.1,42.75,Delayed,1043.75
14804,ekart,groceries,truck,express,central,foggy,110,14.75,Delayed,644.25
14805,blue dart,cosmetics,scooter,express,east,stormy,219.9,7.7,Delayed,1172.6
14806,ekart,automobile parts,ev van,two day,west,hot,84,40.15,Delivered,540.45
14807,xpressbees,groceries,scooter,same day,west,foggy,182.2,16.98,Delayed,1061.94
14808,fedex,clothing,van,same day,west,hot,74.4,7.3,Delivered,493.9
14809,blue dart,cosmetics,ev van,two day,east,clear,132.9,38.89,Delivered,781.17
14810,fedex,furniture,scooter,same day,east,foggy,128.1,31.58,Delivered,835.24
14811,amazon logistics,furniture,scooter,same day,east,hot,153.4,41.63,Delivered,991.89
14812,delhivery,automobile parts,ev van,two day,east,hot,226.1,24.19,Delivered,1203.07
14813,delhivery,furniture,van,express,central,hot,103,27.14,Delayed,646.42
14814,ecom express,pharmacy,ev bike,two day,west,foggy,193.8,26.91,Delivered,1049.73
14815,xpressbees,automobile parts,bike,standard,west,stormy,269.2,48.63,Delivered,1491.89
14816,shadowfax,clothing,truck,standard,south,stormy,94.5,17.48,Delivered,524.94
14817,ecom express,automobile parts,bike,express,east,clear,154.7,3.74,Delivered,834.72
14818,shadowfax,automobile parts,van,express,north,hot,91.3,6.91,Delayed,527.23
14819,fedex,furniture,scooter,express,south,rainy,249.2,8.85,Delayed,1322.55
14820,blue dart,groceries,van,two day,east,stormy,87.8,1.36,Delivered,443.08
14821,amazon logistics,clothing,van,standard,west,cold,295.6,2.17,Delivered,1484.51
14822,xpressbees,electronics,ev van,standard,south,clear,20.9,5.49,Delivered,120.97
14823,ekart,automobile parts,truck,same day,north,foggy,268.4,42.37,Delayed,1569.11
14824,xpressbees,groceries,bike,standard,north,hot,240.8,12.02,Delivered,1240.06
14825,xpressbees,cosmetics,van,standard,north,clear,47.1,43.02,Delivered,364.56
14826,delhivery,documents,ev bike,two day,west,foggy,200.4,8,Delivered,1026
14827,blue dart,documents,van,two day,central,hot,12.1,46.6,Delivered,200.3
14828,shadowfax,fragile items,truck,two day,central,clear,17.4,45.28,Delivered,222.84
14829,shadowfax,pharmacy,truck,express,east,cold,170.7,45.05,Delivered,1038.65
14830,shadowfax,clothing,ev van,standard,north,rainy,176.4,29.8,Delivered,971.4
14831,dhl,electronics,truck,express,central,hot,93.7,16.88,Delivered,569.14
14832,amazon logistics,fragile items,truck,standard,east,rainy,261.5,32.49,Delivered,1404.97
14833,fedex,electronics,ev van,standard,west,foggy,181.9,11.62,Delivered,944.36
14834,blue dart,electronics,scooter,two day,south,cold,193.4,5.77,Delivered,984.31
14835,blue dart,documents,ev bike,standard,south,cold,182.6,42.96,Delivered,1041.88
14836,amazon logistics,automobile parts,ev bike,standard,east,stormy,121.9,7.39,Delivered,631.67
14837,xpressbees,pharmacy,van,express,west,rainy,21.6,13.89,Delayed,199.67
14838,fedex,electronics,ev van,standard,north,clear,169.7,43.37,Delivered,978.61
14839,blue dart,automobile parts,scooter,two day,east,hot,247.6,40.77,Delivered,1360.31
14840,delhivery,automobile parts,ev van,two day,central,hot,271.9,31.16,Delivered,1452.98
14841,blue dart,cosmetics,bike,standard,west,foggy,41.7,17.76,Delivered,261.78
14842,delhivery,electronics,scooter,two day,north,hot,220.3,2.8,Delivered,1109.9
14843,fedex,electronics,scooter,express,west,rainy,63.8,40.13,Delayed,489.39
14844,blue dart,fragile items,van,express,central,stormy,63,5.24,Delayed,380.72
14845,blue dart,fragile items,van,two day,central,clear,20.4,22.45,Delivered,169.35
14846,ekart,fragile items,ev bike,same day,north,hot,291.8,49.17,Delayed,1632.7206
14847,xpressbees,furniture,van,two day,north,cold,224.7,30.85,Delivered,1216.05
14848,fedex,pharmacy,truck,express,west,hot,102.3,1.84,Delivered,567.02
14849,blue dart,clothing,bike,same day,central,clear,256.7,0.67,Delivered,1385.18
14850,xpressbees,electronics,bike,express,south,stormy,44.4,38.64,Delayed,387.92
14851,fedex,clothing,van,same day,north,foggy,102.9,20.57,Delivered,676.21
14852,blue dart,pharmacy,bike,two day,west,hot,15.8,15.46,Delivered,125.38
14853,xpressbees,groceries,bike,standard,west,hot,131.6,25.81,Delivered,735.43
14854,ecom express,pharmacy,bike,same day,central,clear,77,17.04,Delivered,536.12
14855,fedex,groceries,scooter,express,west,cold,296.9,37.71,Delivered,1632.7206
14856,blue dart,pharmacy,scooter,same day,central,stormy,57.7,34.17,Delivered,491.01
14857,ekart,automobile parts,bike,express,central,clear,52.2,14.83,Delayed,355.49
14858,shadowfax,pharmacy,scooter,express,central,foggy,15.2,47.02,Delivered,267.06
14859,ecom express,automobile parts,scooter,express,west,hot,151.8,48.8,Delayed,955.4
14860,ecom express,automobile parts,ev van,same day,east,rainy,24.7,28.62,Delivered,309.36
14861,ecom express,pharmacy,truck,standard,north,stormy,229.2,13.69,Delivered,1187.07
14862,amazon logistics,automobile parts,ev bike,express,east,foggy,126,27.08,Delivered,761.24
14863,shadowfax,documents,ev bike,standard,south,foggy,297.1,36.82,Delivered,1600.96
14864,shadowfax,furniture,bike,express,central,foggy,22,39.94,Delivered,279.82
14865,xpressbees,electronics,van,same day,south,stormy,133.6,42.4,Delayed,895.2
14866,xpressbees,electronics,truck,same day,central,rainy,291.2,38.37,Delayed,1632.7206
14867,shadowfax,clothing,ev van,standard,south,stormy,129.7,39.5,Delivered,767
14868,blue dart,clothing,van,two day,east,cold,104.8,18.47,Delivered,579.41
14869,amazon logistics,groceries,scooter,express,west,hot,41.7,18.03,Delayed,312.59
14870,delhivery,cosmetics,ev bike,two day,south,clear,182,25.81,Delivered,987.43
14871,dhl,automobile parts,scooter,two day,west,foggy,94.7,42.39,Delivered,600.67
14872,dhl,automobile parts,ev van,standard,north,cold,172,23.77,Delivered,931.31
14873,ecom express,clothing,van,standard,east,hot,276.4,28.56,Delivered,1467.68
14874,delhivery,groceries,bike,same day,south,hot,173,16.47,Delivered,1014.41
14875,fedex,groceries,van,two day,north,stormy,19.7,8.76,Delivered,124.78
14876,dhl,electronics,ev van,express,east,clear,148.6,44.8,Delayed,927.4
14877,delhivery,electronics,van,same day,north,hot,212.4,12.86,Delivered,1200.58
14878,ekart,groceries,bike,same day,central,foggy,180,26.51,Delayed,1079.53
14879,dhl,fragile items,van,two day,central,clear,41.5,48.89,Delivered,354.17
14880,ecom express,groceries,ev bike,two day,south,stormy,128.4,25.63,Delivered,718.89
14881,dhl,groceries,bike,same day,south,stormy,159.8,20.97,Delayed,961.91
14882,amazon logistics,automobile parts,ev van,two day,south,clear,116.4,14.58,Delivered,625.74
14883,xpressbees,groceries,ev bike,same day,central,hot,277.2,14.7,Delivered,1530.1
14884,amazon logistics,cosmetics,ev bike,express,north,hot,295.5,41.57,Delayed,1632.7206
14885,amazon logistics,automobile parts,ev bike,same day,north,foggy,228.5,23.41,Delayed,1312.73
14886,xpressbees,clothing,bike,same day,north,foggy,276.5,13.59,Delivered,1523.27
14887,xpressbees,furniture,ev bike,two day,west,cold,281.4,39.19,Delivered,1524.57
14888,blue dart,groceries,scooter,standard,central,clear,105.2,31.8,Delivered,621.4
14889,xpressbees,clothing,bike,express,west,stormy,103,27.9,Delayed,648.7
14890,delhivery,electronics,bike,standard,north,hot,13.3,15.2,Delivered,112.1
14891,xpressbees,pharmacy,bike,standard,south,rainy,65.6,1.8,Delivered,333.4
14892,shadowfax,pharmacy,bike,standard,central,rainy,47.2,24.74,Delivered,310.22
14893,xpressbees,pharmacy,ev van,two day,central,stormy,51.2,32.45,Delivered,353.35
14894,shadowfax,cosmetics,bike,express,north,foggy,48.4,15.75,Delayed,339.25
14895,dhl,cosmetics,truck,two day,north,clear,101.7,26.51,Delivered,588.03
14896,dhl,electronics,bike,same day,central,foggy,195.2,36.33,Delivered,1184.99
14897,shadowfax,electronics,ev van,standard,west,hot,259.2,11.17,Delivered,1329.51
14898,fedex,groceries,truck,express,north,foggy,55.4,15.84,Delayed,374.52
14899,dhl,pharmacy,truck,same day,south,hot,195.2,41.24,Delivered,1199.72
14900,fedex,automobile parts,bike,same day,west,hot,155.1,20.4,Delivered,936.7
14901,fedex,automobile parts,ev van,express,west,stormy,194.5,37.79,Delayed,1135.87
14902,ekart,fragile items,van,standard,west,stormy,3.6,40.55,Delivered,136.65
14903,shadowfax,documents,bike,two day,north,clear,252.8,4.36,Delivered,1277.08
14904,ekart,pharmacy,ev bike,same day,south,cold,117.9,33.77,Delivered,790.81
14905,ekart,clothing,ev van,two day,east,clear,235.4,16.93,Delivered,1227.79
14906,dhl,furniture,bike,express,east,hot,103.2,41.91,Delivered,691.73
14907,delhivery,electronics,scooter,standard,central,hot,288.7,9.15,Delivered,1470.95
14908,shadowfax,automobile parts,truck,express,west,cold,202.2,44.23,Delayed,1193.69
14909,xpressbees,furniture,bike,standard,south,foggy,278.6,6.02,Delivered,1411.06
14910,ecom express,cosmetics,ev bike,same day,north,foggy,124.8,41.81,Delivered,849.43
14911,ekart,electronics,truck,same day,north,rainy,89.8,13.79,Delivered,590.37
14912,fedex,automobile parts,truck,standard,east,stormy,136.6,3.18,Delivered,692.54
14913,fedex,furniture,scooter,express,north,rainy,44,11.39,Delayed,304.17
14914,xpressbees,electronics,van,express,east,cold,67.2,12.37,Delivered,423.11
14915,shadowfax,groceries,bike,same day,west,stormy,114,19.75,Delivered,729.25
14916,amazon logistics,clothing,ev bike,two day,west,hot,102.4,18.75,Delivered,568.25
14917,amazon logistics,electronics,truck,express,east,foggy,13.6,15.12,Delayed,163.36
14918,blue dart,electronics,truck,express,south,hot,65.1,45.66,Delayed,512.48
14919,dhl,cosmetics,ev bike,two day,central,clear,185.5,36.56,Delivered,1037.18
14920,shadowfax,fragile items,truck,two day,west,foggy,269.2,13.65,Delivered,1386.95
14921,fedex,pharmacy,van,two day,west,stormy,60.6,15.4,Delivered,349.2
14922,fedex,cosmetics,ev bike,standard,central,foggy,64.3,40.13,Delivered,441.89
14923,blue dart,electronics,ev van,same day,central,hot,223.8,0.67,Delivered,1220.26
14924,shadowfax,clothing,ev van,two day,west,clear,191.8,37.22,Delivered,1070.66
14925,xpressbees,electronics,truck,two day,north,hot,266,25.51,Delivered,1406.53
14926,delhivery,automobile parts,van,standard,north,rainy,44.5,43.44,Delivered,352.82
14927,shadowfax,cosmetics,bike,express,east,clear,270.8,48.47,Delayed,1549.41
14928,ecom express,automobile parts,van,two day,north,foggy,84.2,3.78,Delivered,432.34
14929,shadowfax,automobile parts,ev bike,same day,central,hot,83.5,18.71,Delivered,573.63
14930,ecom express,documents,ev bike,standard,south,rainy,126.8,17.46,Delivered,686.38
14931,dhl,furniture,bike,standard,south,cold,288.7,42.25,Delivered,1570.25
14932,delhivery,pharmacy,truck,two day,east,rainy,31.8,33.71,Delivered,260.13
14933,xpressbees,cosmetics,ev bike,two day,west,hot,186.7,43.74,Delivered,1064.72
14934,blue dart,cosmetics,ev bike,standard,south,clear,255.1,15.68,Delivered,1322.54
14935,delhivery,furniture,ev van,same day,north,hot,283.7,7.19,Delivered,1540.07
14936,blue dart,electronics,bike,same day,east,hot,231.2,34.03,Delivered,1358.09
14937,ecom express,automobile parts,van,express,east,clear,20.1,12.79,Delivered,188.87
14938,amazon logistics,cosmetics,bike,express,central,hot,246.7,41.97,Delayed,1409.41
14939,ekart,fragile items,ev bike,same day,north,stormy,233.4,37.01,Delayed,1378.03
14940,shadowfax,clothing,truck,standard,central,foggy,283.9,20.84,Delivered,1482.02
14941,dhl,electronics,van,standard,south,cold,54.9,9.43,Delivered,302.79
14942,blue dart,automobile parts,ev bike,standard,north,hot,151.2,17,Delivered,807
14943,ecom express,fragile items,ev van,two day,north,foggy,119.3,28.02,Delivered,680.56
14944,amazon logistics,fragile items,scooter,standard,east,cold,208.3,23.5,Delivered,1112
14945,dhl,groceries,ev bike,two day,west,cold,49.1,29.58,Delivered,334.24
14946,dhl,automobile parts,ev van,express,west,clear,13.7,47.18,Delivered,260.04
14947,amazon logistics,documents,bike,standard,west,stormy,95.5,46.68,Delivered,617.54
14948,fedex,cosmetics,ev bike,same day,north,hot,216.9,28.69,Delivered,1270.57
14949,dhl,furniture,bike,express,west,clear,192,14.08,Delayed,1052.24
14950,dhl,clothing,ev bike,express,north,clear,90.1,6.77,Delivered,520.81
14951,fedex,cosmetics,ev bike,two day,east,hot,178.7,2.74,Delivered,901.72
14952,fedex,groceries,ev van,same day,central,clear,159.8,8.8,Delayed,925.4
14953,delhivery,clothing,truck,standard,west,rainy,94.4,25.31,Delivered,547.93
14954,fedex,cosmetics,scooter,standard,west,foggy,6.9,4.28,Delivered,95.6674
14955,dhl,cosmetics,ev bike,two day,north,cold,151.9,4.31,Delivered,772.43
14956,ekart,documents,scooter,same day,central,hot,3.8,31.34,Delivered,213.02
14957,dhl,automobile parts,bike,express,south,rainy,212.6,9.49,Delayed,1141.47
14958,dhl,cosmetics,bike,two day,west,foggy,65,20.35,Delivered,386.05
14959,dhl,electronics,ev van,standard,south,foggy,95.7,13.65,Delivered,519.45
14960,ecom express,groceries,van,standard,west,rainy,34.7,22.77,Delivered,241.81
14961,fedex,automobile parts,bike,express,east,foggy,168.1,40.86,Delayed,1013.08
14962,fedex,clothing,bike,two day,west,stormy,35.4,41.57,Delivered,301.71
14963,ekart,automobile parts,bike,two day,central,clear,132.3,0.67,Delivered,663.36
14964,ecom express,furniture,ev bike,express,east,cold,200.1,13.37,Delivered,1090.61
14965,delhivery,cosmetics,bike,same day,north,hot,290.9,31.24,Delivered,1632.7206
14966,fedex,cosmetics,ev bike,express,south,hot,154.2,24.8,Delayed,895.4
14967,blue dart,furniture,truck,two day,south,stormy,69.1,48.2,Delivered,490.1
14968,xpressbees,furniture,scooter,two day,north,rainy,206,18.63,Delivered,1085.89
14969,dhl,pharmacy,ev van,standard,east,hot,92.7,31.1,Delivered,556.8
14970,ekart,pharmacy,van,same day,east,cold,84.2,21.49,Delivered,585.47
14971,delhivery,cosmetics,van,standard,east,clear,190.7,27.55,Delivered,1036.15
14972,amazon logistics,groceries,ev bike,same day,south,foggy,18.5,6.12,Delivered,210.86
14973,dhl,groceries,truck,express,south,cold,117.3,24.81,Delayed,710.93
14974,ekart,fragile items,ev bike,express,central,cold,110.9,17.5,Delivered,657
14975,amazon logistics,cosmetics,truck,express,north,cold,46.7,10.54,Delayed,315.12
14976,delhivery,pharmacy,ev van,same day,east,clear,182.2,21.58,Delayed,1075.74
14977,fedex,furniture,van,two day,west,clear,232,37.18,Delivered,1271.54
14978,blue dart,pharmacy,scooter,same day,central,cold,92.9,49.52,Delivered,714.29
14979,blue dart,pharmacy,bike,two day,east,cold,112.7,42.81,Delivered,691.93
14980,delhivery,groceries,scooter,two day,south,foggy,114.5,48.67,Delivered,718.51
14981,blue dart,clothing,ev bike,standard,west,rainy,175.2,14.84,Delivered,920.52
14982,ecom express,furniture,ev van,two day,east,foggy,230.3,34.84,Delivered,1256.02
